position,layer,n,tag,random/task/r2_mean,random/task/exact_acc,random/task/mae,random/task/axis_acc,random/task/sign_acc,random/task/nonzero_axis_acc,random/task/nearest_acc,random/task/r2_axes,random/control/r2_mean,random/control/exact_acc,random/control/mae,random/control/axis_acc,random/control/sign_acc,random/control/nonzero_axis_acc,random/control/nearest_acc,random/control/r2_axes,random/selectivity_nearest,random/selectivity_r2,cross_lexeme/task/r2_mean,cross_lexeme/task/exact_acc,cross_lexeme/task/mae,cross_lexeme/task/axis_acc,cross_lexeme/task/sign_acc,cross_lexeme/task/nonzero_axis_acc,cross_lexeme/task/nearest_acc,cross_lexeme/task/r2_axes,cross_lexeme/control/r2_mean,cross_lexeme/control/exact_acc,cross_lexeme/control/mae,cross_lexeme/control/axis_acc,cross_lexeme/control/sign_acc,cross_lexeme/control/nonzero_axis_acc,cross_lexeme/control/nearest_acc,cross_lexeme/control/r2_axes,cross_lexeme/selectivity_nearest,cross_lexeme/selectivity_r2,lattice_holdout/task/r2_mean,lattice_holdout/task/exact_acc,lattice_holdout/task/mae,lattice_holdout/task/axis_acc,lattice_holdout/task/sign_acc,lattice_holdout/task/nonzero_axis_acc,lattice_holdout/task/nearest_acc,lattice_holdout/task/r2_axes,lattice_holdout/control/r2_mean,lattice_holdout/control/exact_acc,lattice_holdout/control/mae,lattice_holdout/control/axis_acc,lattice_holdout/control/sign_acc,lattice_holdout/control/nonzero_axis_acc,lattice_holdout/control/nearest_acc,lattice_holdout/control/r2_axes,lattice_holdout/selectivity_nearest,lattice_holdout/selectivity_r2
anaphor,0,762,sem_s0_anaphor,-0.6645285285385687,0.006535947712418301,0.9371010489063845,0.28322440087145967,0.5294117647058824,0.3488372093023256,0.0196078431372549,"[-0.3335984348720651, -0.45998697374329534, -1.2000001770003457]",-0.010982170096477542,0.006535947712418301,0.8080813367252516,0.27450980392156865,0.6405228758169934,0.37003058103975534,0.05228758169934641,"[0.008384230357578293, -0.020656847102188625, -0.020673893544822297]",-0.032679738562091505,-0.6535463584420912,-3.4748019063652706,0.010498687664041995,1.0310003188938188,0.2677165354330709,0.49387576552930884,0.3505586592178771,0.024934383202099737,"[-2.2703303435649134, -2.8366448887386033, -5.317430486792294]",-0.93754828387774,0.04330708661417323,0.8826374209511207,0.2559055118110236,0.5769903762029747,0.30546825895663104,0.07480314960629922,"[-0.13188440093519693, -2.00401015550093, -0.6767502951970932]",-0.04986876640419948,-2.5372536224875306,-10.981983726072192,0.0,1.3322204982093906,0.2331055429005315,0.5892179195140471,0.23354373309287646,0.004555808656036446,"[-3.9920858209464285, -7.263990684887535, -21.68987467238261]",-1.3977076220737998,0.018223234624145785,0.8810988713958179,0.2604403948367502,0.5892179195140471,0.30153846153846153,0.0979498861047836,"[-0.17492121674795946, -3.3682049789823933, -0.649996670491046]",-0.09339407744874716,-9.584276103998393
anaphor,4,762,sem_s0_anaphor,0.4806148881818326,0.1895424836601307,0.5436461520480694,0.5468409586056645,0.7015250544662309,0.5548172757475083,0.3202614379084967,"[0.5378262109154484, 0.4272355074839166, 0.47678294614613304]",0.3203144910598954,0.1830065359477124,0.5889650707281233,0.5359477124183006,0.7625272331154684,0.5076452599388379,0.3333333333333333,"[0.26939584574406117, 0.3518928255694659, 0.33965480186615915]",-0.01307189542483661,0.16030039712193722,-0.06465604663089497,0.03280839895013123,0.8342129502996268,0.3333333333333333,0.5468066491688539,0.3331005586592179,0.06955380577427822,"[-0.06286980526041552, -0.11577946583052667, -0.015318868801742713]",-0.2956964137685944,0.03937007874015748,0.8833446067840199,0.32545931758530183,0.5730533683289589,0.3582652419861722,0.08792650918635171,"[-0.21917353064871747, -0.29433336526943354, -0.37358234538763213]",-0.01837270341207349,0.23104036713769943,-0.8109951162486625,0.015945330296127564,1.0222019713850028,0.24753227031131358,0.5785876993166287,0.24346257889990983,0.03189066059225513,"[-0.4612966134342611, -0.5897132344824185, -1.381975500829308]",-0.3501191676694133,0.04100227790432802,0.8754263728200801,0.33788914198936976,0.5968109339407744,0.3476923076923077,0.0888382687927107,"[-0.16574575700732797, -0.427687237855396, -0.456924508145516]",-0.05694760820045557,-0.4608759485792492
anaphor,8,762,sem_s0_anaphor,0.49342745910750163,0.24836601307189543,0.5270605418417189,0.5904139433551199,0.7320261437908496,0.6112956810631229,0.3660130718954248,"[0.505561764806514, 0.4367426148718856, 0.5379779976441053]",0.13357560991245224,0.05228758169934641,0.7422719518603322,0.3638344226579521,0.6928104575163399,0.41284403669724773,0.09803921568627451,"[0.1416565171589027, 0.12273999215792109, 0.13633032042053295]",0.2679738562091503,0.3598518491950494,0.005724070607348512,0.05774278215223097,0.7906415000988116,0.3757655293088364,0.5787401574803149,0.37639664804469275,0.1089238845144357,"[-0.05736413503565507, -0.04314230611929948, 0.11767865297700009]",-0.31122846762360457,0.03805774278215223,0.8964125210662109,0.2755905511811024,0.5643044619422573,0.31866750471401634,0.08923884514435695,"[-0.32384447162530816, -0.3604980231346815, -0.24934290811082405]",0.019685039370078747,0.3169525382309531,-0.7681676941138825,0.015945330296127564,1.0143637427255432,0.2611996962794229,0.5823842065299925,0.25247971145175835,0.022779043280182234,"[-0.5355631787416659, -0.5050130508705915, -1.2639268527293903]",-0.10916848607224965,0.03416856492027335,0.8372659422542077,0.27258921791951407,0.6074411541381929,0.3251282051282051,0.08428246013667426,"[-0.04057939946762579, -0.21195997046786297, -0.07496608828126017]",-0.06150341685649202,-0.6589992080416329
anaphor,12,762,sem_s0_anaphor,0.5052525986707922,0.23529411764705882,0.5299385536080612,0.5708061002178649,0.7124183006535948,0.584717607973422,0.3790849673202614,"[0.5479380327896429, 0.4834404789936222, 0.4843792842291115]",0.13673037658917883,0.0392156862745098,0.7437276792162644,0.3638344226579521,0.7015250544662309,0.3944954128440367,0.0784313725490196,"[0.15686428113392537, 0.12874764879207168, 0.12457919984153942]",0.3006535947712418,0.36852222208161334,0.09455799948035355,0.051181102362204724,0.7624631353302787,0.3967629046369204,0.6062992125984252,0.37988826815642457,0.1036745406824147,"[0.061979818209485726, 0.09928102591320476, 0.12241315431837019]",-0.3936662632735172,0.031496062992125984,0.9027377558270777,0.3193350831146107,0.5713035870516185,0.3431803896920176,0.06692913385826772,"[-0.401573064224116, -0.4134035210856577, -0.36602220451077794]",0.03674540682414698,0.48822426275387076,-0.7551550604786489,0.02050113895216401,1.0169627299884458,0.2604403948367502,0.5740318906605922,0.23895401262398558,0.03644646924829157,"[-0.511361155484604, -0.3615561442949662, -1.3925478816563763]",-0.3513164243107323,0.01366742596810934,0.8932289737096408,0.2953682611996963,0.5808656036446469,0.3169230769230769,0.0387243735763098,"[-0.2308825819474638, -0.44802700504879023, -0.37503968593594283]",-0.002277904328018228,-0.4038386361679166
anaphor,16,762,sem_s0_anaphor,0.36629702336336933,0.19607843137254902,0.5983233835572511,0.55119825708061,0.7124183006535948,0.5481727574750831,0.3006535947712418,"[0.28269851969801196, 0.4052899941835423, 0.41090255620855365]",0.10445645174343061,0.058823529411764705,0.7525714127456441,0.3333333333333333,0.6666666666666666,0.3669724770642202,0.08496732026143791,"[0.13264320007661967, 0.06725512991538896, 0.11347102523828323]",0.2156862745098039,0.26184057161993873,0.08682088476067029,0.06824146981627296,0.7484346739980388,0.410323709536308,0.6019247594050744,0.4029329608938548,0.14960629921259844,"[0.06681450704321923, 0.06459041050013192, 0.12905773673865972]",-0.07172019674486929,0.04199475065616798,0.8360591541881219,0.2821522309711286,0.60498687664042,0.3431803896920176,0.08398950131233596,"[-0.05354541702379234, -0.09696216502578503, -0.0646530081850305]",0.06561679790026248,0.15854108150553958,-0.7408898490435796,0.018223234624145785,1.0000948565039747,0.2680334092634776,0.5785876993166287,0.2587917042380523,0.06605922551252848,"[-0.5149383367673845, -0.4042678396167023, -1.3034633707466519]",-0.0965752154217346,0.04100227790432802,0.8332474166548605,0.2847380410022779,0.6173120728929385,0.3323076923076923,0.08656036446469248,"[-0.014977405213690842, -0.19357407595438225, -0.08117416509713071]",-0.020501138952164003,-0.6443146336218449
anaphor,20,762,sem_s0_anaphor,0.4180947256618343,0.21568627450980393,0.5584308382992131,0.579520697167756,0.7298474945533769,0.5813953488372093,0.35294117647058826,"[0.37541166074055843, 0.4072318749773082, 0.4716406412676364]",0.07696185063295051,0.0457516339869281,0.7701104957943129,0.3355119825708061,0.6688453159041394,0.3761467889908257,0.0718954248366013,"[0.06181107233838101, 0.0809180924894497, 0.0881563870710208]",0.28104575163398693,0.3411328750288838,0.11272660545883484,0.06561679790026247,0.7378172418550765,0.4142607174103237,0.6115485564304461,0.3924581005586592,0.1220472440944882,"[-0.002593000343855234, 0.0847611497123204, 0.25601166700803935]",-0.0774006560911517,0.04199475065616798,0.8400140679909905,0.2878390201224847,0.6067366579177603,0.3519798868636078,0.08661417322834646,"[-0.07709192418548994, -0.08642782589947529, -0.06868221818848985]",0.03543307086614174,0.19012726154998655,-0.6619283510016031,0.02733485193621868,0.987339879335919,0.2680334092634776,0.5914958238420653,0.2533814247069432,0.05922551252847381,"[-0.5328300230839929, -0.3841236414197111, -1.0688313885011054]",-0.09421373575094716,0.04555808656036447,0.8348525572927412,0.2938496583143508,0.6211085801063022,0.34564102564102567,0.0774487471526196,"[-0.016848277879639495, -0.18675120744835794, -0.07904172192484404]",-0.01822323462414579,-0.5677146152506559
anaphor,24,762,sem_s0_anaphor,0.3794946560096531,0.20261437908496732,0.5824362777157287,0.5599128540305011,0.7058823529411765,0.5880398671096345,0.35294117647058826,"[0.3715886627715501, 0.3804609335006566, 0.38643437175675266]",0.07281688084538689,0.058823529411764705,0.7646966307121684,0.355119825708061,0.6688453159041394,0.3944954128440367,0.08496732026143791,"[0.05207987608394815, 0.10413305920872196, 0.062237707243490537]",0.2679738562091504,0.3066777751642662,0.09657605730137504,0.06692913385826772,0.7466513254172116,0.41863517060367456,0.6111111111111112,0.38966480446927376,0.14173228346456693,"[-0.005467246907780998, 0.11865528934578973, 0.1765401294661164]",-0.08590878507887852,0.04461942257217848,0.8420279525213876,0.28608923884514437,0.6036745406824147,0.34946574481458204,0.08661417322834646,"[-0.10149596361450586, -0.08911044045926508, -0.06711995116286462]",0.05511811023622047,0.18248484238025356,-0.7275373609969679,0.029612756264236904,0.9989850338472049,0.27866362946089596,0.5831435079726651,0.26149684400360684,0.06150341685649203,"[-0.5336914719911339, -0.38721586459834456, -1.2617047464014255]",-0.10263199425216474,0.04328018223234624,0.8381876200324401,0.2938496583143508,0.6173120728929385,0.3476923076923077,0.08428246013667426,"[-0.047422942736791374, -0.17871615648431072, -0.08175688353539212]",-0.02277904328018223,-0.6249053667448031
anaphor,28,762,sem_s0_anaphor,0.4757606389736746,0.2222222222222222,0.5457969247515685,0.5925925925925926,0.7559912854030502,0.5813953488372093,0.37254901960784315,"[0.35146438551185966, 0.5315153435781981, 0.5443021878309662]",0.1063849339540796,0.032679738562091505,0.7517604846710213,0.3769063180827887,0.6949891067538126,0.42507645259938837,0.05228758169934641,"[0.08767353940261857, 0.14949624614837642, 0.08198501631124377]",0.32026143790849676,0.369375705019595,0.11790208721553504,0.06167979002624672,0.7396781304859322,0.41338582677165353,0.6045494313210849,0.3959497206703911,0.14173228346456693,"[-0.014155189480024921, 0.12870338809833082, 0.23915806302829923]",-0.08144025542001021,0.031496062992125984,0.8397017334859203,0.2777777777777778,0.5984251968503937,0.33940917661847897,0.07611548556430446,"[-0.0809812396319276, -0.09839958120301273, -0.0649399454250903]",0.06561679790026247,0.19934234263554523,-0.6975017454404263,0.02050113895216401,0.9985328613693459,0.26575550493545935,0.5725132877752468,0.2560865644724977,0.04783599088838269,"[-0.6114133979070544, -0.40049060680805804, -1.0806012316061668]",-0.102396826397259,0.04100227790432802,0.8359197853366443,0.29916476841306,0.6264236902050114,0.3487179487179487,0.07289293849658314,"[-0.030154097463155116, -0.19067446346740868, -0.0863619182612132]",-0.02505694760820045,-0.5951049190431673
anaphor,32,762,sem_s0_anaphor,0.5149899880564502,0.23529411764705882,0.5237634903335363,0.6187363834422658,0.7581699346405228,0.6146179401993356,0.3790849673202614,"[0.44218081408247234, 0.5536112188920339, 0.5491779311948446]",0.1139870385698288,0.0196078431372549,0.7551634348036157,0.37254901960784315,0.7124183006535948,0.39755351681957185,0.06535947712418301,"[0.10372492019598112, 0.13693164037320704, 0.10130455514029824]",0.3137254901960784,0.40100294948662146,0.1412053443996958,0.06692913385826772,0.7282782816446255,0.4247594050743657,0.6124234470691163,0.41201117318435754,0.1377952755905512,"[0.061618724439985395, 0.14217000808266855, 0.2198273006764334]",-0.07023805795531139,0.028871391076115485,0.8369794041896117,0.2769028871391076,0.5979877515310587,0.34129478315524825,0.08530183727034121,"[-0.07795573178616744, -0.09342479909246904, -0.03933364298729769]",0.05249343832020997,0.2114434023550072,-0.6390629189008462,0.018223234624145785,0.9789293963934493,0.27638572513287774,0.6051632498101747,0.26330027051397653,0.05239179954441914,"[-0.47798596157543427, -0.3287041584343007, -1.1104986366928036]",-0.0906561847198295,0.02733485193621868,0.8329481111391077,0.2900531511009871,0.6195899772209568,0.3425641025641026,0.0774487471526196,"[-0.041900312259516515, -0.17784566078222452, -0.05222258111774747]",-0.02505694760820046,-0.5484067341810167
anaphor,36,762,sem_s0_anaphor,0.5850321030395986,0.3006535947712418,0.48809963101135617,0.644880174291939,0.7886710239651417,0.6445182724252492,0.43137254901960786,"[0.5480812360775784, 0.6121529122306211, 0.5948621608105965]",0.14697190493337978,0.05228758169934641,0.7403370960086,0.3812636165577342,0.7124183006535948,0.41590214067278286,0.0718954248366013,"[0.1403494141462226, 0.1759408616691055, 0.12462543898481127]",0.3594771241830066,0.4380601981062189,0.10659562729176957,0.07742782152230972,0.75582974318705,0.41557305336832895,0.6202974628171478,0.4001396648044693,0.13385826771653545,"[-0.004359014431163377, 0.14425307283394362, 0.17989282347252844]",-0.3456934967556449,0.028871391076115485,0.8971685427302137,0.31714785651793526,0.5691163604549432,0.3381521055939661,0.07874015748031496,"[-0.39783475644603716, -0.3066972494481648, -0.3325484843727329]",0.055118110236220486,0.4522891240474145,-0.6950579314483184,0.015945330296127564,1.009905171851453,0.27638572513287774,0.59832953682612,0.2623985572587917,0.04100227790432802,"[-0.5617137803774361, -0.3106550318555541, -1.2128049821119653]",-0.07463922090265496,0.04100227790432802,0.8260422971045871,0.2824601366742597,0.6150341685649203,0.3333333333333333,0.0888382687927107,"[-0.0026341808268364186, -0.16187207143404625, -0.0594114104470822]",-0.04783599088838268,-0.6204187105456634
